ASV2048,ASV10134,ASV1221,ASV3411,ASV2071,ASV3096,ASV4833,ASV3356,ASV388,ASV4031,ASV1019,ASV3898,ASV4249,ASV5544,ASV2933,ASV1569,ASV4056,ASV3010,ASV5097,ASV1212,ASV1617,ASV3570,ASV4837,ASV1005,ASV4930,ASV1906,ASV3734,ASV2978,ASV3598,ASV2213,ASV767,ASV4516,ASV2721,ASV4331,ASV4698,ASV5140,ASV2305,ASV4803,ASV390,ASV3504,ASV2486,ASV13326,ASV514,ASV4201,ASV16175,ASV4522,ASV792,ASV14875,ASV2678,ASV3012,ASV17424,ASV3351,ASV10142,ASV783,ASV16149,ASV4027,ASV3590,ASV4332,ASV1454,ASV10740,ASV411,ASV2728,ASV515,ASV10485,ASV14177,ASV538,ASV15011,ASV18170,ASV580,ASV4977,ASV15777,ASV371,ASV5030,ASV709,ASV15126,ASV10153,ASV3715,ASV3267,ASV722,ASV609,ASV16272,ASV1003,ASV4169,ASV14918,ASV5065,ASV15962,ASV628,ASV793,ASV3207,ASV3222,ASV17801,ASV1286,ASV3950,ASV3390,ASV3667,ASV2763,ASV739,ASV504,ASV5018,ASV2632,ASV18203,ASV2790,ASV547,ASV11008,ASV13829,ASV518,ASV1381,ASV29856,ASV15713,ASV10781,ASV4074,ASV577,ASV570,ASV1012,ASV12889,ASV1069,ASV3434,ASV3038,ASV1938,ASV1298,ASV4793,ASV4736,ASV14650,ASV12276,ASV3935,ASV5409,ASV2018,ASV2959,ASV5218,ASV4923,ASV3254,ASV2174,ASV9234,ASV1232,ASV11101,ASV2617,ASV2576,ASV3228,ASV853,ASV12537,ASV929,ASV1574,ASV20901,ASV4762,ASV2223,ASV3463,ASV597,ASV12198,ASV20213,ASV2542,ASV2207,ASV2233,ASV20714,ASV19349,ASV19387,ASV11317,ASV14459,ASV2457,ASV3231,ASV693,ASV11494,ASV18507,ASV1112,ASV1186,ASV12553,ASV740,ASV586,ASV9451,ASV57242,ASV17854,ASV20286,ASV16506,ASV18094,ASV755,ASV2456,ASV471,ASV13185,ASV3560,ASV19455,ASV761,ASV650,ASV16904,ASV21603,ASV5735,ASV10849,ASV1831,ASV1607,ASV399,ASV10333,ASV801,ASV637,ASV1886,ASV24934,ASV2593,ASV881,ASV16493,ASV13365,ASV2955,ASV14920,ASV14024,ASV16920,ASV25902,ASV20191,ASV13016,ASV855,ASV537,ASV3060,ASV6049,ASV3034,ASV700,ASV1149,ASV955,ASV791,ASV466,ASV15451,ASV6418,ASV608,ASV4791,ASV2482,ASV622,ASV585,ASV483,ASV22721,ASV10684,ASV4753,ASV5119,ASV23834,ASV647,ASV575,ASV1195,ASV3842,ASV569,ASV786,ASV752,ASV4863,ASV6526,ASV536,ASV813,ASV5012,ASV17966,ASV4413,ASV926,ASV549,ASV5039,ASV3115,ASV659,ASV1872,ASV3722,ASV584,ASV583,ASV601,ASV4405,ASV678,ASV781,ASV2951,ASV3890,ASV1293,ASV778,ASV2869,ASV1132,ASV670,ASV1068,ASV594,ASV1697,ASV2577,ASV630,ASV1945,ASV640,ASV2241,ASV4800,ASV658,ASV5660,ASV1824,ASV3904,ASV4948,ASV605,ASV5059,ASV2698,ASV877,ASV7427,ASV669,ASV1063,ASV12230,ASV1081,ASV797,ASV652,ASV2110,ASV4162,ASV991,ASV1277,ASV4258,ASV18762,ASV17759,ASV662,ASV690,ASV22175,ASV1901,ASV3628,ASV4045,ASV11076,ASV2539,ASV21554,ASV2797,ASV1028,ASV1685,ASV695,ASV26412,ASV828,ASV10519,ASV19362,ASV4991,ASV20385,ASV713,ASV707,ASV25855,ASV774,ASV20673,ASV23475,ASV6307,ASV1355,ASV1085,ASV27044,ASV1055,ASV19990,ASV733,ASV25474,ASV988,ASV2466,ASV21575,ASV23725,ASV23817,ASV835,ASV4707,ASV21467,ASV830,ASV756,ASV25100,ASV18155,ASV2900,ASV32397,ASV26200,ASV20820,ASV1115,ASV3182,ASV940,ASV10403,ASV1506,ASV22305,ASV4992,ASV44412,ASV23371,ASV776,ASV19725,ASV24572,ASV19847,ASV2176,ASV22995,ASV23136,ASV785,ASV880,ASV32182,ASV22741,ASV20159,ASV6069,ASV798,ASV27132,ASV983,ASV859,ASV21320,ASV827,ASV27201,ASV2090,ASV812,ASV1735,ASV32687,ASV1933,ASV381,ASV1811,ASV32723,ASV814,ASV28187,ASV27543,ASV1709,ASV372,ASV56623,ASV24622,ASV23244,ASV2160,ASV34256,ASV1907,ASV31967,ASV839,ASV4121,ASV6178,ASV889,ASV26211,ASV1653,ASV28767,ASV1009,ASV911,ASV26816,ASV47400,ASV28007,ASV5840,ASV1449,ASV13302,ASV25569,ASV872,ASV3199,ASV1780,ASV868,ASV3052,ASV4014,ASV11933,ASV874,ASV1176,ASV33731,ASV832,ASV27677,ASV42998,ASV3270,ASV30906,ASV24762,ASV24092,ASV25929,ASV5690,ASV936,ASV890,ASV2219,ASV5899,ASV2848,ASV29831,ASV35580,ASV956,ASV4830,ASV2115,ASV3521,ASV27821,ASV27975,ASV34764,ASV30725,ASV964,ASV3606,Exposure
0,0,0,0,0,0,0,0,0.009788574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009562249,0,0,0,0.000169744,0.0000189,0,0,0,0,0,0,0,0,0,0.0000377,0,0,0,0,0,0,0.002979951,0,0.001037325,0,0,0.0000189,0,0,0.000113163,0,0,0,0,0.0000377,0,0,0.0000189,0,0.000207465,0.0000566,0,0.000150884,0,0,0,0,0.0000377,0.000150884,0,0,0,0.0000754,0,0,0,0,0.0000189,0.000924162,0,0,0,0,0.0000566,0,0,0.0000754,0.0000189,0,0,0,0,0.0000566,0.000396069,0.000188605,0,0.0000943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000566,0,0,0,0,0,0,0.0000377,0,0,0,0,0,0.0000754,0,0,0,0,0,0,0,0,0,0,0,0,0.00043379,0,0,0.000207465,0,0,0.000169744,0.0000566,0,0,0,0,0,0,0.0000754,0.0000754,0.000132023,0,0,0,0.0000377,0.000113163,0,0,0,0,0,0,0.0000566,0,0.000207465,0,0,0,0.0000189,0.0000754,0,0,0,0,0,0,0,0,0,0,0.0000943,0.0000377,0,0,0.000132023,0.0000377,0,0,0.0000754,0,0,0.000150884,0,0,0.0000189,0.0000377,0.0000566,0,0,0,0.0000566,0,0,0,0,0,0.0000754,0.000169744,0.0000943,0,0,0.0000754,0.0000377,0,0,0.0000189,0.0000943,0.0000754,0,0,0.0000566,0,0,0.0000377,0.0000377,0.0000377,0,0.000150884,0.0000943,0,0,0,0.0000754,0,0.0000189,0,0,0.000169744,0,0,0.0000189,0,0.0000566,0,0,0.0000377,0,0,0,0,0.000188605,0,0.0000943,0.000113163,0,0.0000189,0,0,0.000188605,0.000264046,0.000169744,0,0,0.000150884,0.0000754,0,0,0,0.000113163,0,0,0,0,0,0,0,0,0,0,0,0.000150884,0,0,0,0,0,0,0.000113163,0.0000189,0,0,0,0,0,0.0000377,0,0,0.0000377,0,0.0000377,0,0.0000566,0,0,0,0,0,0,0,0.0000754,0.0000377,0,0,0,0,0,0,0,0.0000566,0.000150884,0,0,0,0,0,0,0.000132023,0,0,0,0,0,0,0.000169744,0,0,0,0,0,0.0000754,0,0,0.0000754,0,0.000113163,0,0,0,0,0,0.0000377,0,0,0,0.000169744,0,0,0,0,0,0,0,0,0,0,0,0.000132023,0,0,0,0,0,0,0.0000754,0.0000566,0,0,0,0,0,0,0,0.000113163,0,0,0.000113163,0.0000566,0,0,0.000113163,0,0,0.0000754,0,0,0,0,0,0,0,0,0.0000943,0.0000377,0,0,0,0,0,0.0000943,0,0,0,0,0,0,0,0.0000754,0,0
0,0,0,0,0,0,0,0,0.018495714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016411689,0,0,0,0.000165775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003907545,0,0.001728793,0,0,0.000189457,0,0,0.000236821,0,0,0,0,0.0000474,0,0,0,0,0,0.000142093,0,0,0,0,0,0,0.000189457,0,0,0,0,0,0,0,0,0,0.0000947,0.0015867,0,0,0,0,0.000426278,0,0,0.000331549,0.005446881,0,0,0,0,0.000189457,0.000260503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000994648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000947,0.000331549,0,0,0,0,0,0,0,0,0,0,0,0.000307867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142093,0.00011841,0,0,0,0,0,0,0.000142093,0,0,0.000142093,0,0,0.000260503,0.000284185,0.000260503,0,0,0,0,0,0.0000947,0,0.0000237,0,0.000307867,0,0,0,0,0.000284185,0.0000474,0,0,0,0,0.000071,0,0,0.000236821,0,0,0.000213139,0.000213139,0.0000947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011841,0,0.0000237,0,0,0.000307867,0,0,0,0,0,0,0.0000237,0,0,0.000189457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000947,0,0,0,0,0,0,0,0,0,0,0.0000474,0,0,0,0,0,0,0,0.0000237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.000191652,0,0,0.0000213,0,0.000149063,0,0.0000639,0.001810051,0.0000213,0.000170358,0,0.000127768,0,0,0,0.0000213,0,0,0,0.000383305,0,0,0,0,0,0,0,0,0,0.000106474,0,0,0,0,0.0000426,0,0,0.001937819,0,0,0,0,0,0,0,0.0000852,0,0,0,0,0,0,0.000234242,0,0,0,0,0.000383305,0,0.000596252,0,0.000212947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212947,0,0,0,0,0,0,0,0.0000639,0,0,0,0,0,0,0,0.00036201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149063,0,0,0,0.0000639,0,0,0,0,0.0000852,0,0,0,0,0,0,0.0000213,0,0,0,0,0,0,0.0000852,0,0,0,0,0,0,0.0000639,0.000170358,0,0,0,0,0,0,0,0,0,0,0.000149063,0,0.000170358,0,0,0.000149063,0.0000639,0,0,0.000617547,0,0,0,0,0,0,0.000255537,0,0,0,0,0,0.000212947,0.000276831,0,0,0,0,0,0,0,0,0,0.000298126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127768,0,0,0,0,0.000212947,0.000191652,0.0000639,0.0000852,0,0,0,0,0,0.000127768,0,0,0,0,0,0,0,0,0,0.000234242,0,0,0,0.000319421,0.000170358,0,0,0,0,0,0,0,0.000234242,0,0,0,0,0,0,0,0,0,0,0,0.000276831,0.0000852,0,0,0.0004046,0.000149063,0.000191652,0.000234242,0.0000426,0.000425894,0,0,0,0,0,0.000191652,0,0,0,0.000276831,0,0,0.0004046,0,0,0,0,0,0,0,0,0.000255537,0,0.000255537,0,0,0,0.000106474,0,0,0.000532368,0.000234242,0,0,0,0,0,0.000234242,0,0.0000852,0.0000426,0.000298126,0,0,0.000127768,0,0,0,0,0,0.000340716,0,0.000234242,0,0,0,0,0.0000639,0,0.000149063,0,0,0,0,0.000276831,0,0,0,0.000191652,0.0000852,0,0.000340716,0,0,0,0.0000639,0,0,0,0.0000852,0,0.000191652,0,0,0,0.000212947,0,0,0,0,0,0,0.000106474,0,0,0,0.000149063,0,0,0,0,0.000170358,0,0.0000639,0.000234242,0,0.000191652,0,0.000319421,0.000106474,0,0,0,0,0,0,0.000425894,0,0,0,0,0,0,0,0.000212947,0,0,0,0,0,0,0.0000852,0,0,0,0,0,0,0,0,0,0,0,0,0.000234242,0.0000852,0,0,0.000319421,0.0000213,0,0.000319421,0.0000852,0,0,0,0,0,0,0,0,0,0,0.000149063,0,0.000170358,0,0,0,0,0.000234242,0.000106474,0,0,0,0,0,0,0,0.000149063,0
0,0,0,0,0.0000959,0,0,0,0.00291318,0,0,0,0,0,0,0,0,0,0,0,0,0.000191814,0,0.000119884,0,0,0.00022778,0,0,0,0,0,0,0.000012,0,0,0,0,0.002973122,0,0.0000839,0,0.000012,0,0,0,0,0,0,0,0,0.000012,0,0.000048,0,0,0.000036,0,0,0,0.000743281,0,0.000311698,0,0,0,0,0,0.0000959,0,0,0,0,0,0,0,0,0.0000599,0.0000959,0,0,0,0,0,0,0,0,0.000048,0.0000719,0,0,0.000024,0,0,0.000263745,0.000048,0,0.000239768,0,0,0,0.0000719,0,0,0,0,0.00029971,0,0,0,0.000036,0,0.0000839,0.000036,0,0.000024,0,0.0000719,0,0,0,0.000012,0,0,0,0,0,0,0,0.000012,0.0000719,0,0,0.000024,0,0,0,0.000239768,0,0,0.000036,0,0,0.000048,0.000036,0,0.000143861,0,0,0,0.0000839,0.00022778,0,0,0,0,0,0,0,0.000155849,0,0,0.000012,0,0,0.000155849,0.000131872,0,0,0,0,0,0,0.000024,0,0,0,0,0,0.000024,0.000012,0,0,0,0,0,0,0,0,0.000048,0,0,0,0.0000719,0.000107896,0,0,0.0000719,0,0,0,0,0,0,0,0.000024,0.000024,0,0.000048,0.0000839,0,0,0,0.000012,0,0,0,0,0,0.000024,0.000036,0,0,0,0,0,0,0.000036,0,0.000012,0,0.000012,0.0000599,0.0000719,0,0,0,0,0.000203803,0,0.000024,0.000012,0.000048,0,0,0,0,0,0,0,0.000024,0,0.0000719,0.000012,0,0,0,0.0000719,0,0.000024,0,0,0.0000599,0,0.000143861,0.000012,0,0.000012,0,0,0.000012,0,0,0,0,0.000012,0.000191814,0.000012,0.000012,0,0.000012,0,0,0.000024,0.0000719,0.0000719,0,0,0.000048,0.000048,0,0,0,0.000036,0,0,0,0,0,0,0,0,0,0,0,0.0000719,0,0,0,0,0,0,0.0000599,0.000107896,0,0,0,0,0,0.000036,0,0,0,0,0,0,0.000036,0,0,0,0,0,0,0,0.000143861,0,0,0,0,0,0,0,0,0.000024,0.0000599,0,0,0,0,0,0,0.000036,0,0,0,0,0,0,0.0000719,0,0,0,0,0,0.000036,0,0,0.000131872,0,0.0000839,0,0,0,0,0,0.000024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000036,0,0,0,0,0.000012,0,0.0000719,0.0000719,0,0,0,0,0,0,0,0.000036,0,0,0.0000839,0.000048,0,0,0.0000599,0,0,0.0000599,0,0,0,0,0,0,0,0,0,0.000024,0,0,0,0,0,0.000012,0,0,0,0,0,0,0,0.000012,0.000036,0
0,0,0.000102148,0,0.000214511,0,0,0,0.004116571,0,0,0,0,0,0.000429022,0.000102148,0,0.000653748,0,0.000204296,0,0,0,0,0,0,0,0,0,0,0,0,0.000633319,0,0,0,0,0,0.003963349,0.000439237,0.000102148,0,0.000520956,0,0,0,0,0,0,0,0,0,0,0.000173652,0,0,0,0,0,0,0.001011267,0,0.000388163,0,0,0.000633319,0,0,0.000888689,0,0,0,0,0.000265585,0,0,0,0.0000817,0.0000102,0.000449452,0,0.000245156,0,0,0,0,0.000510741,0,0.000102148,0,0,0,0,0,0,0.000122578,0.000408593,0.000582245,0,0.0000102,0,0.000132793,0.000480096,0,0,0.000510741,0,0,0,0,0.0000715,0.000623104,0.000960193,0,0,0.0000919,0,0.000122578,0.0000613,0,0,0.000112363,0,0,0,0,0.0000715,0,0,0.0000204,0.0000715,0,0,0,0,0,0.0000817,0,0,0,0,0.0000715,0,0.0000715,0.000143007,0,0.000377948,0,0,0.0000102,0.000122578,0,0,0,0,0,0,0,0,0.000204296,0,0,0.000153222,0,0,0,0.000306445,0,0,0,0,0,0,0.00025537,0.000663963,0.000653748,0,0,0,0.000337089,0.000163437,0,0,0,0,0.0000511,0.000122578,0.000776326,0,0,0,0.0000613,0,0.0000102,0,0,0,0.000194082,0,0,0,0,0,0,0,0.000561815,0.000347304,0,0.000102148,0.000234941,0.000234941,0,0,0.000602674,0,0,0.000377948,0.000214511,0,0.000306445,0.000449452,0.000694608,0,0,0.000183867,0,0,0.000459667,0,0.000163437,0,0.0005516,0.00025537,0.000347304,0,0,0.000623104,0.000224726,0,0,0,0.000265585,0.000531171,0,0.000234941,0.00025537,0.0000102,0.000265585,0.000612889,0.000449452,0.000418808,0,0,0.000286015,0,0.000143007,0.000153222,0.0002758,0,0.000122578,0,0,0.000408593,0.0000613,0,0.000459667,0.0000409,0.000347304,0,0,0.000459667,0,0,0.00025537,0,0.000326874,0,0.000265585,0,0,0.000377948,0,0,0,0.000306445,0.0000102,0,0,0,0,0,0,0,0.000245156,0,0,0.0000613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163437,0,0,0,0,0,0.0000204,0,0,0.000153222,0,0.000214511,0,0,0,0,0,0,0,0,0,0.00029623,0.000286015,0,0,0,0,0,0,0,0.000132793,0.000163437,0,0.0000511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163437,0,0,0.000143007,0,0.000194082,0,0,0,0.0000306,0,0,0,0.000102148,0,0.000326874,0,0,0.0000204,0,0,0,0,0,0,0.0000306,0,0.0000102,0.0000102,0,0,0,0.0000919,0,0,0,0,0,0,0,0,0,0,0.000214511,0,0.000480096,0,0.000183867,0,0,0.000143007,0,0,0,0,0,0.0000511,0,0,0,0,0,0.000183867,0,0,0,0.0000919,0,0,0.000183867,0,0.0000613,0,0,0,0,0,0,0.00025537,0
0,0,0,0,0,0.0000684,0,0.0000342,0.001642064,0.0000684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205258,0.0000513,0,0,0.0000342,0,0,0,0,0,0.0000513,0,0,0,0,0.001453911,0,0,0,0.000786822,0.000102629,0,0,0,0,0.000102629,0,0,0.0000513,0,0.0000171,0,0,0,0.0000171,0,0,0.000410516,0.0000171,0.000119734,0,0,0.000667089,0,0,0.001693379,0,0,0,0,0.000718403,0,0,0.0000513,0,0.000273677,0.000821032,0,0,0,0,0,0,0.000598669,0.000102629,0,0.0000171,0,0.000119734,0,0.000205258,0,0,0.000410516,0.000188153,0,0,0,0,0.000718403,0,0,0.000701298,0.000667089,0,0,0,0,0.000889451,0.001967056,0.000188153,0,0.0000171,0.000102629,0,0,0,0,0,0,0,0.0000342,0,0,0,0,0,0,0,0,0.000119734,0,0.000136839,0,0.0000684,0,0,0.000239468,0,0,0,0,0,0.0000342,0,0,0,0,0,0,0,0,0,0,0,0,0.000171048,0,0,0.0000171,0,0,0.000342097,0.0000855,0,0,0,0,0,0,0.0000171,0.0010605,0.000872347,0,0,0,0.0000513,0.0000171,0,0,0,0,0,0,0.000906556,0,0.000290782,0,0,0,0.000290782,0.000171048,0,0,0,0,0,0,0,0,0,0,0.000855242,0.000444726,0,0,0,0.0000513,0,0,0.000821032,0,0,0.000615774,0,0,0.000684193,0.000752613,0.000752613,0,0,0,0.000102629,0,0.000478935,0,0.000307887,0.0000684,0.000838137,0.0000171,0.0000171,0.0000513,0,0.000803927,0.000410516,0,0,0.000171048,0.000136839,0.000838137,0.000102629,0,0.000461831,0,0,0.000769718,0.000821032,0.000598669,0,0.000359202,0.0000513,0,0,0,0.0000855,0,0.0000513,0,0,0.000102629,0,0,0.000649984,0,0.000461831,0,0,0.00056446,0,0,0,0,0.0000855,0,0.000359202,0.000290782,0,0.000410516,0,0,0.000171048,0.0000684,0.000376306,0,0,0.000188153,0.000153944,0,0,0,0.000119734,0,0,0,0.000119734,0,0,0,0,0,0,0,0.000342097,0,0,0,0,0,0,0.000273677,0.000119734,0,0,0,0,0,0.0000855,0,0,0.0000684,0,0.000393411,0,0.000188153,0,0,0,0,0,0,0,0.0000342,0.000410516,0,0,0,0,0,0,0.0000171,0.000290782,0.0000342,0,0,0,0,0,0,0.000171048,0,0,0,0,0,0,0.000188153,0,0,0,0,0,0.0000342,0,0,0.0000171,0,0.0000513,0,0,0,0.0000171,0,0.0000342,0,0,0,0.0000684,0,0,0,0,0,0,0,0,0,0,0,0.000222363,0,0,0,0,0,0,0.000136839,0.000188153,0,0,0,0,0,0,0,0.0000171,0,0,0.000119734,0.0000684,0.0000342,0,0.0000513,0,0,0.000342097,0,0,0,0,0,0,0,0,0.0000171,0.000136839,0,0,0,0,0,0.000153944,0,0,0,0,0,0,0,0.0000684,0.000205258,0
0,0,0.000248409,0,0,0,0,0,0.004509583,0,0.000133759,0.000611469,0,0,0,0.000152867,0.000324843,0,0,0.000171976,0,0.0000191,0.000210192,0.0000191,0.0000764,0,0,0.0000764,0.000764336,0.0000191,0.0000191,0,0,0.0000191,0.000382168,0.0000764,0,0.000171976,0.004261174,0,0,0,0.00011465,0,0,0,0.000133759,0,0.000171976,0.0000191,0,0.0000764,0,0,0,0,0,0,0,0,0.001471347,0.0000382,0.00036306,0,0,0.000152867,0,0,0.000554144,0,0,0,0,0.0000573,0,0,0,0,0.0000573,0.000133759,0,0,0,0,0,0,0.00011465,0.0000955,0,0,0,0.0000382,0.000133759,0.0000191,0,0,0.0000573,0.000496818,0,0.00011465,0,0,0.000229301,0,0,0.000229301,0.000458602,0,0,0,0,0.0000382,0.000382168,0.0000764,0,0,0.0000191,0,0.000267518,0.0000955,0,0,0,0,0,0,0.000152867,0,0,0,0,0,0,0.0000191,0,0.000133759,0.000152867,0.0000764,0.0000191,0,0.0000382,0.000267518,0,0,0,0,0,0,0,0.0000573,0,0.000286626,0,0,0,0,0,0,0.00036306,0.000171976,0,0,0,0.0000955,0,0.0000573,0,0,0,0,0,0,0,0,0.000229301,0.000152867,0,0,0,0.0000191,0,0,0,0,0,0.000286626,0.000401276,0.000171976,0,0.000133759,0.00011465,0.000152867,0,0.000171976,0.0000382,0,0,0,0,0,0,0,0,0,0.0000764,0.0000191,0.0000382,0,0,0,0,0.0000382,0.000133759,0.000171976,0,0,0.0000382,0,0,0.0000573,0.00011465,0.0000955,0,0,0,0,0,0.00011465,0.000191084,0.0000382,0.0000191,0.00011465,0,0,0.0000764,0,0.00011465,0.000152867,0,0,0,0.0000382,0.000133759,0.0000573,0,0.000133759,0.000152867,0,0.0000573,0.000248409,0.0000764,0,0.0000955,0,0,0.000458602,0.000248409,0,0,0,0.0000764,0.0000764,0,0.000191084,0.0000955,0.000191084,0.000229301,0.0000764,0,0,0.000152867,0,0,0,0,0,0.000191084,0.00011465,0.000133759,0,0.0000191,0.0000382,0,0,0,0.000133759,0,0,0.0000191,0.0000382,0,0,0,0,0.0000764,0,0.0000764,0.0000764,0.000420385,0,0,0,0,0.00011465,0,0.0000764,0,0.0000764,0,0,0,0,0.0000191,0,0,0.0000382,0,0,0,0.0000191,0.000171976,0,0,0,0.0000955,0,0.000133759,0,0,0,0,0.00011465,0,0,0,0.0000382,0,0,0,0,0,0,0.0000955,0.0000191,0,0,0.000343951,0,0.000286626,0,0,0.0000191,0,0,0,0,0,0,0.0000573,0.000133759,0,0,0,0,0,0,0.000133759,0,0,0,0,0,0.000152867,0.0000191,0,0.0000764,0,0.000229301,0,0,0,0,0.000210192,0,0,0,0,0,0,0.000286626,0,0.0000764,0,0,0.0000764,0,0.000210192,0,0.00011465,0.0000764,0,0,0,0,0.0000573,0,0,0,0,0,0.0000382,0.0000955,0,0,0,0.0000764,0,0.0000382,0,0,0.0000764,0,0,0,0,0,0,0.0000764,0,0,0.00011465,0,0,0,0,0.000152867,0,0,0,0,0,0.0000191,0.000133759,0
0,0,0,0,0,0,0,0,0.001271905,0,0,0,0,0.000127191,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0.0000283,0,0.000522894,0,0,0,0.0000141,0,0,0,0,0.00111645,0,0,0,0,0,0,0,0,0,0.0000141,0.000579423,0,0.000452233,0,0,0,0.000254381,0.000353307,0,0,0,0.000254381,0.000522894,0.000155455,0,0,0,0,0,0,0,0,0,0.000127191,0,0,0,0,0,0,0,0,0,0.000282646,0,0.000254381,0,0,0,0,0,0,0,0,0,0,0,0,0.000141323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0.000169587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000424,0,0,0,0,0,0,0,0,0,0,0,0,0.0000707,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0.0000141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946863,0,0,0,0,0,0,0
